Name,Current price,Change(%),Open,High,Low,Volume
NEXTPLAT CORP,1.03,0.98,1.07,1.07,1.01,10572
LM FUNDING AMERICA INC.,3.37,0.0,3.5,3.5,3.23,10554
TENX KEANE ACQUISITION RIGHT,0.48,0.0,0.5,0.5,0.48,10542
XYLO TECHNOLOGIES,3.51,20.62,2.84,3.51,2.77,10534
GLOBAL BLOCKCHAIN ACQUISITION,11.04,0.0,11.04,11.04,11.04,10511
FREIGHTCAR AMERICA INC.,3.38,4.0,3.34,3.41,3.32,10481
ZENTEK LTD.,0.9999,3.08,0.98,0.9999,0.9206,10464
WESTPORT FUEL SYSTEMS INC,5.56,10.89,5.65,5.66,5.53,10459
NATIONAL BANKSHARES INC.,28.27,3.1,27.11,28.65,27.11,10439
FIRSTSUN CAPITAL BANCORP,42.02,0.05,42.1,42.9,41.05,10410
FS BANCORP INC.,40.39,11.87,40.6,40.99,39.44,10408
ALICO INC.,27.25,11.91,27.75,27.75,27.11,10382
ESSA BANCORP INC.,17.16,13.6,17.54,17.54,17.1,10379
MY SIZE INC.,1.95,0.52,1.97,2.04,1.94,10355
INVESTCORP CREDIT MANAGEMENT BDC,3.18,10.62,3.26,3.26,3.16,10267
CELULARITY INC.,2.82,1.81,2.78,3.0,2.77,10263
ALTENERGY ACQUISITION,12.12,6.97,10.8,12.89,10.8,10215
STRYVE FOODS INC.,1.55,11.27,1.6,1.72,1.55,10174
SENSTAR TECHNOLOGIES,1.56,11.89,1.58,1.58,1.56,10169
FITLIFE BRANDS INC.,29.96,10.79,29.5,30.45,29.5,10166
NORTHRIM BANCORP INC,61.15,10.78,62.0,62.0,60.95,10109
ALLIED GAMING & ENTERTAINMENT,1.21,15.47,1.31,1.32,1.21,10082
VALLEY NATIONAL BANCORP 5.5% FIXED TO F,24.65,10.28,24.7,24.73,24.5,10064
FIRST CITIZENS BANCSHARES,22.6,10.62,22.58,22.74,22.57,10030
BASSETT FURNITURE INDUSTRIES,12.5,1.13,12.32,12.69,12.32,10021
JVSPAC ACQUISITION,0.33,0.0,0.33,0.33,0.33,10000
REPUBLIC BANCORP INC.,57.79,10.28,57.04,58.09,57.0,9999
URBAN ONE INC. CLASS D,1.28,0.79,1.29,1.32,1.28,9976
PASITHEA THERAPEUTICS,4.85,0.0,5.05,5.05,4.75,9968
FIRST UNITED CORP.,27.08,0.0,27.19,27.39,27.01,9952
UNITED SECURITY BANCSHARES,7.65,10.13,7.65,7.67,7.65,9939
SYNCHRONOSS TECHNOLOGIES,24.36,0.45,24.52,24.52,24.22,9932
TOP WEALTH GROUP HOLDING,0.78,19.3,0.8428,0.85,0.78,9911
AVENUE THERAPEUTICS INC.,2.47,5.56,2.35,2.66,2.35,9891
SCWORX CORP.,1.04,1.96,1.0,1.04,1.0,9863
CONNECT BIOPHARMA HLD.,1.07,0.94,1.04,1.16,1.04,9848
BRIGHT MINDS BIOSCIENCES INC.,1.12,3.7,1.13,1.15,1.08,9807
TAITRON COMPONENTS INC.,2.79,11.76,2.89,2.89,2.79,9802
OP BANCORP,12.0,1.27,11.9,12.07,11.85,9793
PINNACLE FINANCIAL PARTNERS,23.9,0.0,24.0,24.23,23.85,9785
ESQUIRE FINANCIAL HLD.,55.86,11.39,56.4,56.89,55.83,9771
GREAT ELM CAPITAL,10.02,11.28,10.19,10.24,10.02,9761
SMITH-MIDLAND CORP.,28.52,12.7,28.98,30.14,28.07,9736
JX LUXVENTURE LTD.,1.58,4.64,1.45,1.61,1.45,9723
BIOCARDIA INC.,2.68,11.47,2.9,2.9,2.65,9612
BAIYU HOLDINGS INC.,1.2,0.0,1.2,1.2,1.16,9596
NOVA LIFESTYLE INC,1.47,12.21,1.36,1.57,1.36,9588
FIRST BUSINESS FINANCIAL SERVICES,40.65,10.97,40.34,40.87,40.31,9582
ELECTROCORE INC.,5.65,16.15,6.01,6.01,5.65,9574
PROFESSIONAL DIVERSITY NETWORK,0.4554,13.11,0.461,0.4887,0.455,9533
MURANO GLOBAL INVESTMENTS PLC,6.5,17.54,6.67,7.0,6.49,9507
MOLECULIN BIOTECH INC.,2.26,3.2,2.29,2.3,2.21,9428
MERCHANTS BANCORP DEPOSITARY SHARES 6.0,21.1,1.44,20.98,21.56,20.98,9350
ASSEMBLY BIOSCIENCES INC.,13.0,12.84,12.49,13.7,12.4,9349
AFFINITY BANCSHARES INC.,21.23,0.19,21.08,21.23,21.08,9339
LAUNCH ONE ACQUISITION,9.97,10.1,9.96,9.98,9.96,9338
BIORESTORATIVE THERAPIES INC.,1.36,12.16,1.35,1.39,1.35,9317
PALISADE BIO INC.,3.58,11.65,3.64,3.69,3.55,9315
MEDICINOVA INC.,1.16,0.87,1.16,1.17,1.15,9266
111 INC. ADS,1.06,11.85,1.08,1.09,1.06,9244
FAT BRANDS INC.,5.41,0.93,5.29,5.41,5.15,9236
TELESAT CORP.,8.05,2.68,7.89,8.15,7.85,9207
THE OLB GROUP INC.,1.89,6.18,1.85,1.92,1.85,9192
SENESTECH INC.,4.0,0.0,3.75,4.12,3.75,9157
XOMA ROYALTY CORP.,23.82,2.01,23.41,24.54,23.2,9118
JUNEE LTD.,4.59,1.1,4.4,4.69,4.4,9108
CALCIMEDICA INC.,4.7,1.08,4.65,4.97,4.38,9097
LAVORO LTD.,5.11,12.11,5.08,5.39,5.01,9096
IZEA WORLDWIDE INC.,2.18,2.83,2.12,2.18,2.04,9069
RF INDUSTRIES LTD.,3.51,13.57,3.51,3.55,3.35,9035
NEWTEKONE,24.39,0.16,24.35,24.39,24.31,9004
ESCALADE INC.,12.77,11.08,13.0,13.01,12.72,8949
PEARL HLD.,10.95,0.0,11.1,11.14,10.95,8931
NUCANA PLC ADS,3.45,11.15,3.7,3.7,3.41,8919
AGNC INVESTMENT,25.64,10.12,25.67,25.7,25.56,8890
ADDENTAX GROUP CORP.,0.6201,11.57,0.615,0.6565,0.6105,8885
CONSUMER PORTFOLIO SERVICES,8.23,13.63,8.5,8.5,8.23,8875
BENITEC BIOPHARMA INC.,8.93,3.12,8.65,9.0,8.35,8875
UNITY BANCORP INC.,31.14,10.32,31.15,31.2,30.99,8856
AMESITE INC.,2.61,0.38,2.65,2.68,2.5,8852
CN ENERGY GROUP INC.,0.2801,12.13,0.2913,0.2919,0.2801,8658
CEA INDUSTRIES INC.,6.43,13.31,6.68,6.8,6.43,8506
BANK7 CORP.,37.01,12.27,37.75,38.6,36.98,8495
UTAH MEDICAL PRODUCTS INC.,66.64,10.48,66.68,67.02,66.49,8474
DIGIASIA,1.44,4.35,1.36,1.58,1.36,8394
MOGO INC.,1.32,4.76,1.29,1.35,1.29,8393
CHS,25.92,0.04,25.9,26.09,25.8,8352
BLACK HAWK ACQUISITION,10.17,0.0,10.17,10.18,10.16,8333
TLGY ACQUISITION,11.49,0.0,11.49,11.49,11.49,8308
TIMBERLAND BANCORP INC.,28.0,11.06,28.2,28.2,27.97,8304
CROWN CRAFTS INC.,4.92,0.0,4.92,4.94,4.92,8261
WILLIAM PENN BANCORP.,11.82,11.01,11.79,11.9,11.71,8247
NI HOLDINGS INC.,14.74,13.6,15.24,15.26,14.74,8244
CVD EQUIPMENT CORP.,3.54,10.28,3.56,3.58,3.51,8237
B. RILEY FINANCIAL,20.85,11.56,20.8,20.95,20.74,8231
EZFILL HOLDINGS INC.,2.83,6.79,2.58,3.04,2.58,8228
FULTON FINANCIAL,17.92,10.61,17.86,18.15,17.76,8207
NATHAN S FAMOUS INC.,72.85,0.28,73.0,73.05,71.77,8198
AERIES TECHNOLOGY INC. ORD.,2.3,11.29,2.3,2.35,2.3,8179
EASTSIDE DISTILLING INC.,0.758,12.11,0.77,0.778,0.7319,8148
APTORUM GROUP LTD.,2.7,3.45,2.71,2.75,2.55,8138
MULTISENSOR AI HLD.,1.58,10.63,1.61,1.62,1.58,8129
ENLIGHT RENEWABLE ENERGY,16.77,2.19,16.52,16.77,16.48,8096
MDXHEALTH SA,2.59,0.39,2.52,2.59,2.5,8048
THARIMMUNE INC.,2.92,0.69,3.0,3.0,2.75,8030
AYTU BIOPHARMA INC.,2.39,10.83,2.4,2.48,2.39,7961
LIQTECH INTERNATIONAL INC.,2.38,12.06,2.46,2.5,2.31,7950
ORANGEKLOUD TECHNOLOGY INC.,5.5,5.36,5.38,5.5,5.38,7915
CHS,29.43,10.17,29.34,29.76,29.31,7891
SUPER HI INTERNATIONAL HOLDING,14.44,0.0,14.71,14.94,14.44,7888
CONNECTONE BANCORP,20.45,0.1,20.36,20.52,20.32,7877
ACNB CORP.,37.35,11.19,37.6,37.84,37.06,7857
FAT BRANDS,11.46,10.17,11.56,11.56,11.31,7856
TRISALUS LIFE SCIENCES INC.,5.66,10.18,5.66,5.83,5.65,7852
CITIZENS COMMUNITY BANCORP,12.52,11.8,12.39,12.52,12.2,7795
FINWISE BANCORP,12.0,0.08,11.99,12.04,11.81,7792
ARCH CAPITAL GROUP,22.96,10.39,23.1,23.1,22.92,7779
STARBOX GROUP HOLDINGS,0.1575,2.14,0.1596,0.164,0.15,7766
NEW YORK MORTGAGE TRUST,23.54,0.51,23.35,23.54,23.31,7747
HONGLI GROUP INC.,1.51,13.82,1.53,1.53,1.47,7708
SNAIL INC.,0.71,16.76,0.785,0.785,0.68,7697
CONIFER HOLDINGS INC.,0.78,110.36,0.83,0.87,0.6903,7695
FORIAN INC.,2.6,10.64,2.36,2.6,2.36,7689
SILVER SPIKE INVESTMENT,11.6,12.52,11.8,11.8,11.4,7670
STEAKHOLDER FOODS,2.68,11.83,2.65,2.73,2.65,7663
BROOKFIELD PROPERTY PARTNERS L.P. 6.375,13.41,11.25,13.54,13.54,13.41,7660
XORTX THERAPEUTICS INC.,1.64,0.0,1.79,1.79,1.53,7654
BLUE OCEAN ACQUISITION CORP,11.26,0.0,11.26,11.26,11.26,7627
MOLECULAR PARTNERS AG ADS,6.04,15.63,6.17,6.25,5.86,7571
INHIBIKASE THERAPEUTICS INC.,1.28,10.78,1.29,1.44,1.27,7562
GYRODYNE LLC,7.77,12.51,7.78,7.94,7.77,7496
FIRST SAVINGS FINANCIAL GROUP,23.22,1.84,22.31,23.22,21.85,7469
ABACUS LIFE,25.4,0.08,25.38,25.63,25.37,7411
MONTANA TECHNOLOGIES CORP,8.91,12.09,9.9,9.9,8.88,7397
ALPHA TAU MEDICAL,2.09,0.97,2.35,2.35,2.06,7395
USCB FINANCIAL HLD.,14.22,12.13,14.62,14.62,14.18,7387
FIRST COMMUNITY,20.67,2.17,20.34,20.67,20.27,7298
FORTUNE RISE ACQUISITION,11.3,0.09,11.25,11.3,11.24,7270
PAPAYA GROWTH OPPORTUNITY,10.98,0.0,11.02,11.02,10.97,7257
EXCELFIN ACQUISITION CORP UNIT,11.0,1.0,10.5,11.0,10.5,7240
RGC RESOURCES INC.,19.83,0.81,19.9,19.9,19.75,7233
BROOKFIELD PROPERTY PARTNERS L.P. 5.750,12.42,10.16,12.42,12.45,12.39,7216
PRECIPIO INC.,5.34,0.75,5.07,5.46,5.04,7211
ONCTERNAL THERAPEUTICS INC.,5.25,14.89,5.74,5.78,5.25,7204
UNITED HOMES GROUP INC,5.71,14.19,6.03,6.03,5.71,7189
SMART SHARE GLOBAL,0.7056,1.74,0.6936,0.7381,0.6935,7185
DIME COMMUNITY BANCSHARES,18.5,10.96,18.54,19.25,18.29,7117
CLIMATEROCK RIGHT,0.1,0.0,0.1,0.1,0.1,7100
MAINSTREET BANCSHARES INC.,16.7,13.75,17.66,17.66,16.67,7083
ATLANTICUS HOLDINGS,30.47,11.07,31.19,31.19,30.2,7065
UNITED BANCORP INC.,11.56,15.25,12.1,12.15,11.56,7045
NUTRIBAND INC.,5.45,12.15,5.55,5.67,5.45,7036
CHOICEONE FINANCIAL SERVICES,26.8,10.15,27.0,27.1,26.69,7023
SEP ACQUISITION CORP,10.32,0.0,10.45,10.5,10.32,7010
B. RILEY FINANCIAL,20.96,0.0,20.44,21.96,20.25,7009
TITAN PHARMACEUTICALS INC.,6.08,9.55,5.54,6.08,5.54,6984
ATLANTIC COASTAL ACQUISITION,11.02,0.27,10.9,11.58,10.9,6902
MEDIACO HOLDING INC.,4.03,2.54,3.95,4.05,3.62,6892
TREASURE GLOBAL INC.,1.09,12.68,1.13,1.13,1.07,6890
ELICIO THERAPEUTICS INC.,4.26,18.97,4.51,4.66,4.26,6879
EDESA BIOTECH INC.,4.84,15.47,4.87,5.04,4.75,6857
DESWELL INDUSTRIES INC.,2.28,10.87,2.4,2.4,2.26,6731
ZW DATA ACTION TECHNOLOGIES,0.7965,10.44,0.81,0.81,0.72,6707
THE CARLYLE GROUP,18.61,10.32,18.67,18.67,18.43,6620
AMES NATIONAL CORP.,18.34,13.93,18.72,18.72,18.34,6582
GLADSTONE INVESTMENT,22.86,0.22,22.95,22.95,22.8,6567
B.O.S. BETTER ONLINE SOLUTIONS,2.78,11.42,2.73,2.83,2.73,6554
LOOP INDUSTRIES INC.,1.64,14.09,1.73,1.75,1.62,6545
AKARI THERAPEUTICS PLC ADS,3.61,13.88,3.44,3.74,3.16,6477
FALCON S BEYOND GLOBAL INC.,10.42,10.29,10.03,10.42,10.02,6471
BEL FUSE INC.,81.1,12.14,82.0,82.21,81.08,6470
HORIZON SPACE ACQUISITION I,11.12,0.0,11.12,11.13,11.11,6464
TOMI ENVIRONMENTAL SOLUTIONS,0.715,3.61,0.6565,0.7445,0.6565,6461
HARROW,26.25,10.23,26.18,26.33,26.18,6433
BROOKFIELD PROPERTY PARTNERS L.P. 6.25%,15.4,10.19,15.5,15.5,15.3,6371
FTAI AVIATION,26.26,0.0,26.1,26.26,26.1,6314
COMSTOCK HOLDING COMPANIES,6.48,0.78,6.5,6.5,6.4,6307
FTAI AVIATION,25.3,10.16,25.34,25.34,25.29,6287
CHEMUNG FINANCIAL CORP,44.25,10.34,44.8,45.03,44.25,6278
HMN FINANCIAL INC.,25.07,3.81,24.89,25.55,24.58,6266
SOUTHERN STATES BANCSHARES,29.02,10.34,29.28,29.28,29.01,6188
HALL OF FAME RESORT & ENTERTAINMENT CO.,2.51,2.03,2.49,2.76,2.48,6183
SOTHERLY HOTELS INC.,1.21,0.0,1.23,1.23,1.21,6177
WEYCO GROUP INC.,31.0,10.1,30.94,31.0,30.19,6138
FOREMOST LITHIUM RESOURCE & TECHNOLOGY,2.64,10.75,2.52,2.7,2.51,6112
ALLIANCE ENTERTAINMENT HOLDING,1.85,4.52,1.73,1.88,1.7,6092
ASCENT INDUSTRIES CO.,10.29,0.49,10.03,10.32,10.03,6044
SILICOM LTD,12.07,0.5,12.0,12.07,11.88,6043
MOBILICOM LTD.,1.04,1.96,1.02,1.05,1.02,6020
WAH FU EDUCATION GROUP,1.8,11.1,1.82,1.87,1.78,6013
ZIONS BANCORP.,25.86,0.23,25.72,25.89,25.72,6008
FINNOVATE ACQUISITION,11.44,0.0,11.44,11.44,11.44,6000
TPG,25.73,0.04,25.87,25.87,25.68,5967
RESEARCH SOLUTIONS INC,2.66,6.4,2.53,2.73,2.53,5966
GLOBAL SELF STORAGE INC.,4.95,0.0,4.95,4.97,4.91,5961
NEW YORK MORTGAGE TRUST,20.84,0.29,20.69,20.86,20.59,5956
CLEARONE INC.,0.6491,12.54,0.6569,0.676,0.64,5955
REGENCY CENTERS,23.2,0.0,23.09,23.2,23.01,5931
PRESTIGE WEALTH INC.,0.6982,11.43,0.745,0.745,0.6982,5920
HANOVER BANCORP INC.,16.99,1.37,17.15,17.15,16.99,5892
LICHEN CHINA LTD.,2.04,0.49,1.98,2.04,1.96,5878
HUADI INTERNATIONAL GROUP CO.,2.25,1.81,2.21,2.29,2.21,5859
NEW YORK MORTGAGE TRUST,18.82,10.95,19.27,19.27,18.82,5847
DT CLOUD ACQUISITION,10.37,0.0,10.38,10.38,10.37,5837
WESBANCO,24.68,10.2,24.63,24.75,24.62,5827
LEAD REAL ESTATE CO. LTD ADS,1.63,1.87,1.63,1.63,1.57,5805
CODA OCTOPUS GROUP INC.,6.92,12.54,7.08,7.15,6.9,5789
JAYUD GLOBAL LOGISTICS,0.55,10.0,0.534,0.6,0.5332,5788
ATA CREATIVITY GLOBAL ADS,0.6599,3.68,0.68,0.68,0.6365,5766
ADAGENE INC. ADS,2.23,19.72,2.43,2.44,2.23,5685
INTERCURE,2.06,11.9,2.07,2.09,2.05,5655
TRINITY CAPITAL,25.08,0.16,25.0,25.08,25.0,5647
PHARMACYTE BIOTECH INC.,1.88,11.57,1.88,1.93,1.84,5637
XOS INC.,5.19,0.0,5.19,5.19,5.15,5634
VIA RENEWABLES,20.42,10.1,20.45,20.46,20.27,5632
PIXIE DUST TECHNOLOGIES,1.16,14.92,1.22,1.22,1.14,5627
FOSSIL GROUP,13.32,10.6,12.92,13.57,12.92,5624
GLADSTONE COMMERCIAL,19.97,10.7,20.1,20.11,19.91,5601
METALPHA TECHNOLOGY HOLDING,1.14,110.24,1.27,1.32,1.14,5552
OPTEX SYSTEMS HLD.,7.58,0.8,7.21,7.59,7.21,5542
NEWTEKONE,25.15,10.16,25.24,25.29,25.15,5515
CALLIDITAS THERAPEUTICS AB ADS,39.61,1.15,39.2,39.67,38.69,5476
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.1,0.97,24.95,25.17,24.94,5465
FTAI AVIATION,25.24,0.16,25.36,25.36,25.24,5413
SONIM TECHNOLOGIES INC.,2.95,1.72,2.9,2.95,2.81,5405
HCW BIOLOGICS INC.,0.599,0.17,0.5551,0.6295,0.5551,5393
INVENTIVA S.A. ADS,2.11,12.31,2.18,2.26,2.1,5387
UNITED-GUARDIAN INC.,10.95,11.97,11.13,11.18,10.5,5343
STRAN & COMPANY INC.,1.12,15.88,1.17,1.17,1.08,5340
LOCAFY LTD.,4.79,1.91,4.79,4.82,4.68,5327
EURO TECH HOLDINGS CO.,1.55,2.65,1.52,1.56,1.44,5321
BV FINANCIAL INC.,13.99,0.72,13.9,13.99,13.77,5296
AVALO THERAPEUTICS INC.,10.68,16.89,10.82,11.46,10.68,5293
BROOKFIELD PROPERTY PARTNERS L.P. 6.50%,14.64,10.54,14.77,14.81,14.64,5273
CCSC TECHNOLOGY INTERNATIONAL HLD.,1.54,0.0,1.58,1.58,1.54,5271
UXIN LTD.,1.6,0.0,1.67,1.67,1.6,5260
HARROW,25.4,10.2,25.3,25.45,25.27,5233
MANHATTAN BRIDGE CAPITAL INC,5.28,0.38,5.34,5.34,5.26,5204
INVESTCORP INDIA ACQUISITION,11.5,14.96,12.01,12.01,11.49,5186
TROOPS INC.,3.77,4.14,3.55,3.77,3.53,5176
NYXOAH SA,8.54,2.4,7.83,8.54,7.83,5170
NETSOL TECHNOLOGIES INC.,2.63,12.23,2.66,2.66,2.63,5104
MILLENNIUM GROUP INTERNATIONAL HLD.,1.46,1.39,1.42,1.47,1.4,5102
CHS,25.38,10.04,25.32,25.44,25.32,5096
TRINITY BIOTECH PLC ADS,2.59,0.78,2.58,2.6,2.26,5091
AUSTRALIAN OILSEEDS HLD.,0.8588,16.15,0.9,0.9,0.8202,5089
LAKE SHORE BANCORP INC.,12.86,2.23,12.85,12.86,12.6,5080
INSPIREMD INC.,2.86,0.35,2.85,2.87,2.75,5073
RAVE RESTAURANT GROUP INC.,1.78,11.66,1.83,1.83,1.76,5069
CALIBERCOS INC.,0.52,13.7,0.54,0.5565,0.52,5041
BRIDGFORD FOODS,9.1,0.0,9.02,9.27,8.87,5026
KAIROUS ACQUISITION,12.1,0.0,12.1,12.1,12.1,5014
QUETTA ACQUISITION,1.1,0.0,1.11,1.11,1.1,5000
APREA THERAPEUTICS INC.,3.36,11.18,3.3,3.48,3.3,4994
HOVNANIAN ENTERPRISES,17.96,10.22,18.05,18.05,17.95,4987
THERATECHNOLOGIES INC.,1.38,2.22,1.32,1.38,1.3,4966
YUNJI INC. ADS,0.49,19.19,0.51,0.55,0.4782,4920
GOLDENSTONE ACQUISITION,11.26,0.18,11.26,11.26,11.25,4905
180 LIFE SCIENCES,1.76,0.0,1.8,1.86,1.73,4900
RECRUITER.COM GROUP INC.,2.15,0.0,2.11,2.39,2.1,4897
A SPAC II ACQUISITION,11.58,12.36,11.31,11.6,11.23,4862
PHENIXFIN CORP.,22.1,10.36,22.3,22.3,22.1,4851
SB FINANCIAL GROUP INC.,15.42,13.38,15.12,16.13,15.11,4825
DIME COMMUNITY BANCSHARES,25.45,10.12,25.48,25.6,25.45,4821
SURROZEN INC.,7.15,0.7,6.82,7.15,6.59,4817
APX ACQUISITION,11.66,0.17,11.65,11.67,11.65,4815
PLURI INC.,5.66,5.2,5.36,5.72,5.36,4813
ARGO BLOCKCHAIN PLC 8.75% SENIOR NOTES,9.57,11.75,9.56,9.74,9.56,4784
PRINCETON BANCORP INC.,36.01,10.52,35.9,36.03,35.9,4726
COLISEUM ACQUISITION,11.04,0.0,11.04,11.04,11.0,4717
IPERIONX LTD.,13.81,2.98,13.83,14.28,13.69,4716
HANCOCK WHITNEY,23.6,10.72,23.6,23.66,23.53,4700
FOCUS IMPACT BH3 ACQUISITION CO.,11.0,0.0,11.4,11.75,10.98,4655
ORANGE COUNTY BANCORP INC.,52.26,15.19,53.66,54.07,52.26,4647
ICC HOLDINGS INC.,22.62,0.0,22.68,22.68,22.62,4645
SUMMIT STATE BANK,9.25,0.0,9.31,9.31,9.18,4624
RDE INC.,3.73,13.87,3.7,3.78,3.55,4609
XBP EUROPE HOLDINGS INC.,1.28,0.0,1.31,1.31,1.21,4602
U.S. GOLDMINING INC.,5.02,13.09,5.23,5.23,5.02,4600
ATLANTICUS HOLDINGS,22.61,0.49,22.5,22.61,22.39,4567
KIDPIK CORP.,2.26,13.0,2.21,2.36,2.21,4497
WISEKEY INTERNATIONAL HOLDING LTD ADS,1.95,2.63,2.02,2.12,1.9,4491
KAROOOOO,35.25,11.87,35.43,35.99,33.63,4491
INDAPTUS THERAPEUTICS INC.,1.7,11.73,1.74,1.74,1.7,4473
FUNDAMENTAL GLOBAL INC.,0.97,1.43,0.97,0.9799,0.9201,4465
ADDEX THERAPEUTICS LTD ADS,7.9,2.6,7.76,8.07,7.71,4460
DIH HOLDING US INC.,2.24,10.44,2.21,2.31,2.21,4448
GULF RESOURCES INC.,1.05,12.78,1.04,1.06,1.03,4443
GOOD TIMES RESTAURANTS INC.,2.64,11.49,2.6,2.68,2.6,4438
CAPITAL SOUTHWEST,25.89,0.66,25.89,25.89,25.74,4416
BARFRESH FOOD GROUP INC.,3.3,10.3,3.3,3.46,3.3,4414
EUREKA ACQUISITION CORP UNIT,10.16,0.0,10.17,10.17,10.16,4414
AUBURN NATIONAL BANCORP.,17.8,1.71,17.62,17.87,17.4,4411
WHERE FOOD COMES FROM INC.,11.1,1.83,10.51,11.1,10.51,4410
SKILLFUL CRAFTSMAN EDUCATION TECHNOLOGY,1.16,0.0,1.19,1.19,1.13,4409
GARDEN STAGE LTD.,7.2,11.37,7.29,7.34,7.2,4408
MARKER THERAPEUTICS INC.,3.8,11.55,3.8,4.0,3.79,4406
GREENPRO CAPITAL,0.91,13.19,0.94,0.94,0.91,4397
BRIDGELINE DIGITAL INC.,0.8769,0.78,0.8938,0.8938,0.8701,4396
COSCIENS BIOPHARMA INC.,6.14,1.0,6.22,6.77,6.08,4384
FIFTH THIRD BANCORP DEPOSITARY SHARES,23.95,10.33,24.03,24.05,23.95,4364
FORAFRIC GLOBAL PLC,11.26,5.23,10.88,11.33,10.49,4356
SINGULARITY FUTURE TECHNOLOGY,2.94,1.38,2.83,2.98,2.83,4294
BANNIX ACQUISITION,0.1358,14.3,0.1467,0.1467,0.0875,4281
SELECTIVE INSURANCE GROUP,18.57,10.8,18.62,18.71,18.49,4230
POPULAR,25.55,0.0,25.7,25.71,25.5,4227
PERCEPTION CAPITAL,10.74,0.0,10.75,10.77,10.72,4192
FTAC EMERALD ACQUISITION,10.94,10.09,11.05,11.05,10.93,4184
PRENETICS GLOBAL,5.49,0.0,5.3,5.49,5.21,4143
GLADSTONE LAND CORP.,24.28,10.29,24.35,24.35,24.22,4141
BIO-KEY INTERNATIONAL INC.,1.41,2.92,1.4,1.45,1.4,4123
LIVE VENTURES INC.,19.98,11.14,19.99,20.0,19.98,4061
KEY TRONIC CORP.,3.87,10.51,3.84,3.95,3.84,4054
SCINAI IMMUNOTHERAPEUTICS,3.61,11.37,3.55,3.7,3.55,4054
RED RIVER BANCSHARES INC.,50.02,10.6,50.42,50.42,50.02,4049
VERIFYME INC.,1.05,10.94,1.1,1.1,1.05,4010
STRATA SKIN SCIENCES INC.,3.0,10.66,3.11,3.11,3.0,4007
YOTTA ACQUISITION,0.1101,0.0,0.1101,0.1101,0.1101,4000
BAYFIRST FINANCIAL,12.65,0.64,12.92,12.95,12.65,3988
ENGLOBAL CORP.,1.45,12.03,1.53,1.53,1.45,3960
RUNWAY GROWTH FINANCE,25.28,0.08,25.25,25.32,25.23,3960
SOCKET MOBILE INC.,0.9565,0.68,0.945,0.99,0.945,3949
RICHMOND MUTUAL BANCORP.,12.26,10.65,12.43,12.43,12.26,3931
CARECLOUD,7.05,11.12,7.25,7.25,6.95,3928
BANK OF THE JAMES FINANCIAL GROUP,13.0,10.15,13.03,13.03,12.84,3919
CB FINANCIAL SERVICES INC.,24.41,1.62,23.41,24.45,23.41,3917
RAMACO RESOURCES,25.64,0.12,25.65,25.65,25.64,3904
READING INTERNATIONAL,11.9,11.24,12.0,12.4,11.52,3898
CYTOMED THERAPEUTICS,1.79,0.56,1.5,1.79,1.5,3889
SENSEI BIOTHERAPEUTICS INC.,0.6298,11.32,0.6118,0.6298,0.6101,3884
9F INC. ADS,2.0,0.0,2.01,2.06,2.0,3875
NATURAL ALTERNATIVES INTERNATIONAL,5.29,10.94,5.2,5.29,5.2,3846
ESTRELLA IMMUNOPHARMA INC.,1.4,0.72,1.44,1.44,1.34,3837
OPGEN INC.,2.24,0.45,2.28,2.37,2.23,3810
JERASH HOLDINGS (US) INC.,2.92,12.01,2.88,2.97,2.88,3807
B. RILEY FINANCIAL,17.5,10.06,17.61,17.75,17.28,3772
GORES HOLDINGS IX INC.,10.58,10.19,10.59,10.73,10.58,3762
TURBO ENERGY S.A. ADS,1.29,10.77,1.22,1.3,1.22,3760
PRO-DEX INC.,19.32,11.63,19.58,19.94,19.32,3756
ALAUNOS THERAPEUTICS INC.,2.55,14.85,2.74,2.74,2.55,3752
BANKWELL FINANCIAL GROUP INC.,26.02,12.07,26.38,26.38,26.02,3751
NORWOOD FINANCIAL,25.87,12.38,26.39,26.89,25.87,3749
MAINSTREET BANCSHARES,22.49,0.36,22.41,22.49,22.41,3711
JIANZHI EDUCATION TECHNOLOGY GROUP CO.,0.82,1.23,0.94,0.94,0.8101,3706
CREATIVE MEDICAL TECHNOLOGY HLD.,2.92,13.31,2.93,3.02,2.92,3691
JE CLEANTECH HOLDINGS,1.19,0.0,1.21,1.21,1.16,3679
ALTERITY THERAPEUTICS,1.25,13.1,1.31,1.31,1.25,3674
SLM CORP.,76.25,0.13,76.25,76.3,76.0,3655
VALLEY NATIONAL BANCORP 6.25% FIXED-TO-,23.1,10.04,23.1,23.15,23.1,3621
CLPS INCORP.,0.82,10.81,0.74,0.8249,0.74,3621
LOGAN RIDGE FINANCE,21.7,10.46,21.36,21.8,21.25,3613
PROCAPS GROUP S.A.,2.0,11.48,2.02,2.04,2.0,3605
AGNC INVESTMENT,25.17,0.2,25.12,25.17,25.12,3597
FRANKLIN FINANCIAL SERVICES,30.85,10.45,30.8,31.0,30.36,3582
GLADSTONE CAPITAL,25.66,0.04,25.65,25.66,25.61,3552
LISATA THERAPEUTICS INC.,2.92,14.58,2.87,2.99,2.87,3536
MYNARIC AG ADS,4.01,3.62,4.06,4.23,3.72,3512
VERDE CLEAN FUELS INC.,4.13,12.36,4.5,4.5,4.12,3497
